기업명,분기,변동성_일간,변동성_연율화,평균수익률,누적수익률,거래일수
SK바이오팜,2025Q2,0.025327,0.4021,-0.001273,-0.0764,60
SK바이오팜,2025Q3,0.029371,0.4662,0.00152,0.0973,64
SK바이오팜,2025Q4,0.022466,0.3566,0.003492,0.206,59
유한양행,2023Q1,0.011948,0.1897,-0.001779,-0.1085,61
유한양행,2023Q2,0.0142,0.2254,0.002902,0.177,61
유한양행,2023Q3,0.028542,0.4531,0.003663,0.2271,62
유한양행,2023Q4,0.033848,0.5373,-0.000689,-0.0413,60
유한양행,2024Q1,0.021126,0.3354,0.001782,0.1087,61
유한양행,2024Q2,0.024862,0.3947,0.000889,0.0533,60
유한양행,2024Q3,0.047181,0.749,0.009142,0.5668,62
유한양행,2024Q4,0.030911,0.4907,-0.002826,-0.1724,61
유한양행,2025Q1,0.031294,0.4968,-0.001554,-0.0901,58
유한양행,2025Q2,0.019822,0.3147,-0.000781,-0.0469,60
유한양행,2025Q3,0.029731,0.472,0.002088,0.1337,64
유한양행,2025Q4,0.018219,0.2892,-0.000981,-0.0579,59
한미약품,2023Q1,0.018823,0.2988,-0.00144,-0.0878,61
한미약품,2023Q2,0.027601,0.4381,0.003058,0.1865,61
한미약품,2023Q3,0.029423,0.4671,-0.000504,-0.0313,62
한미약품,2023Q4,0.021723,0.3448,0.003098,0.1859,60
한미약품,2024Q1,0.0204,0.3238,-0.000933,-0.0569,61
한미약품,2024Q2,0.017385,0.276,-0.003449,-0.207,60
한미약품,2024Q3,0.0289,0.4588,0.002786,0.1727,62
한미약품,2024Q4,0.03197,0.5075,-0.002177,-0.1328,61
한미약품,2025Q1,0.024497,0.3889,-0.003763,-0.2183,58
한미약품,2025Q2,0.028923,0.4591,0.003961,0.2377,60
한미약품,2025Q3,0.024384,0.3871,0.003896,0.2494,64
한미약품,2025Q4,0.039092,0.6206,0.003531,0.2083,59
HLB,2023Q1,0.047639,0.7562,0.003599,0.2196,61
HLB,2023Q2,0.028972,0.4599,-0.001097,-0.0669,61
HLB,2023Q3,0.028146,0.4468,-0.000504,-0.0313,62
HLB,2023Q4,0.035633,0.5657,0.008745,0.5247,60
HLB,2024Q1,0.056728,0.9005,0.011966,0.7299,61
HLB,2024Q2,0.078742,1.25,-0.009781,-0.5868,60
HLB,2024Q3,0.049323,0.783,0.006158,0.3818,62
HLB,2024Q4,0.042624,0.6766,-0.002607,-0.159,61
HLB,2025Q1,0.062475,0.9918,-0.004874,-0.2827,58
HLB,2025Q2,0.023172,0.3678,-0.001922,-0.1153,60
HLB,2025Q3,0.021611,0.3431,-0.004025,-0.2576,64
HLB,2025Q4,0.034285,0.5443,0.004943,0.2916,59
대웅제약,2023Q1,0.032404,0.5144,-0.006925,-0.4224,61
대웅제약,2023Q2,0.022031,0.3497,-0.001449,-0.0884,61
대웅제약,2023Q3,0.02244,0.3562,0.002551,0.1581,62
대웅제약,2023Q4,0.018,0.2857,0.000581,0.0348,60
대웅제약,2024Q1,0.019106,0.3033,0.00062,0.0378,61
대웅제약,2024Q2,0.01516,0.2407,-0.002823,-0.1694,60
대웅제약,2024Q3,0.037579,0.5966,0.004847,0.3005,62
대웅제약,2024Q4,0.027871,0.4424,-0.001395,-0.0851,61
대웅제약,2025Q1,0.024918,0.3956,-0.001932,-0.1121,58
대웅제약,2025Q2,0.02896,0.4597,0.00404,0.2424,60
대웅제약,2025Q3,0.022288,0.3538,-0.001125,-0.072,64
대웅제약,2025Q4,0.026295,0.4174,0.004319,0.2548,59
JW중외제약,2023Q1,0.018425,0.2925,0.002455,0.1498,61
JW중외제약,2023Q2,0.027959,0.4438,0.00183,0.1116,61
JW중외제약,2023Q3,0.047559,0.755,0.008085,0.5013,62
JW중외제약,2023Q4,0.039011,0.6193,-0.000724,-0.0435,60
JW중외제약,2024Q1,0.028597,0.454,-0.00142,-0.0866,61
JW중외제약,2024Q2,0.019458,0.3089,-0.001247,-0.0748,60
JW중외제약,2024Q3,0.032295,0.5127,-0.001508,-0.0935,62
JW중외제약,2024Q4,0.023371,0.371,-0.001951,-0.119,61
JW중외제약,2025Q1,0.018037,0.2863,-0.002509,-0.1455,58
JW중외제약,2025Q2,0.017578,0.279,0.001275,0.0765,60
JW중외제약,2025Q3,0.011388,0.1808,-0.000824,-0.0527,64
JW중외제약,2025Q4,0.019693,0.3126,0.00309,0.1823,59
SK바이오사이언스,2023Q1,0.023346,0.3706,-0.000315,-0.0192,61
SK바이오사이언스,2023Q2,0.032828,0.5211,0.001602,0.0977,61
SK바이오사이언스,2023Q3,0.023475,0.3727,-0.002591,-0.1607,62
SK바이오사이언스,2023Q4,0.023426,0.3719,0.001026,0.0616,60
SK바이오사이언스,2024Q1,0.012847,0.2039,-0.002637,-0.1609,61
SK바이오사이언스,2024Q2,0.017889,0.284,-0.002551,-0.1531,60
SK바이오사이언스,2024Q3,0.028686,0.4554,0.000837,0.0519,62
SK바이오사이언스,2024Q4,0.038202,0.6064,-0.001551,-0.0946,61
SK바이오사이언스,2025Q1,0.022165,0.3519,-0.004333,-0.2513,58
SK바이오사이언스,2025Q2,0.027634,0.4387,0.003288,0.1973,60
SK바이오사이언스,2025Q3,0.018593,0.2952,-0.000314,-0.0201,64
SK바이오사이언스,2025Q4,0.031381,0.4982,0.0005,0.0295,59
GC녹십자,2023Q1,0.017065,0.2709,-0.000645,-0.0393,61
GC녹십자,2023Q2,0.0193,0.3064,-0.001011,-0.0616,61
GC녹십자,2023Q3,0.019259,0.3057,-0.000881,-0.0546,62
GC녹십자,2023Q4,0.020886,0.3315,0.002598,0.1559,60
GC녹십자,2024Q1,0.015,0.2381,-0.000558,-0.034,61
GC녹십자,2024Q2,0.013915,0.2209,-0.000991,-0.0594,60
GC녹십자,2024Q3,0.035348,0.5611,0.004545,0.2818,62
GC녹십자,2024Q4,0.032389,0.5142,0.002924,0.1784,61
GC녹십자,2025Q1,0.022602,0.3588,-0.006644,-0.3853,58
GC녹십자,2025Q2,0.019878,0.3155,0.000564,0.0338,60
GC녹십자,2025Q3,0.023013,0.3653,0.000355,0.0227,64
GC녹십자,2025Q4,0.025007,0.397,0.003518,0.2075,59
현대차,2023Q1,0.014834,0.2355,0.002646,0.1614,61
현대차,2023Q2,0.014571,0.2313,0.001967,0.12,61
현대차,2023Q3,0.010617,0.1685,-0.001124,-0.0697,62
현대차,2023Q4,0.013575,0.2155,0.001048,0.0629,60
현대차,2024Q1,0.027635,0.4387,0.002942,0.1795,61
현대차,2024Q2,0.023437,0.372,0.004048,0.2429,60
현대차,2024Q3,0.026601,0.4223,-0.002936,-0.1821,62
현대차,2024Q4,0.021251,0.3373,-0.002305,-0.1406,61
현대차,2025Q1,0.020323,0.3226,-0.000736,-0.0427,58
현대차,2025Q2,0.02321,0.3685,0.00075,0.045,60
현대차,2025Q3,0.01659,0.2634,0.001038,0.0664,64
현대차,2025Q4,0.028871,0.4583,0.00561,0.331,59
기아,2023Q1,0.019868,0.3154,0.004515,0.2754,61
기아,2023Q2,0.01723,0.2735,0.001452,0.0886,61
기아,2023Q3,0.013188,0.2094,-0.001349,-0.0836,62
기아,2023Q4,0.015897,0.2524,0.00343,0.2058,60
기아,2024Q1,0.029131,0.4624,0.002326,0.1419,61
기아,2024Q2,0.020751,0.3294,0.002664,0.1598,60
기아,2024Q3,0.024879,0.3949,-0.004161,-0.258,62
기아,2024Q4,0.021537,0.3419,0.000131,0.008,61
기아,2025Q1,0.018401,0.2921,-0.000328,-0.019,58
기아,2025Q2,0.023063,0.3661,0.000811,0.0486,60
기아,2025Q3,0.018897,0.3,0.000601,0.0385,64
기아,2025Q4,0.019484,0.3093,0.003224,0.1902,59
현대모비스,2023Q1,0.015653,0.2485,0.001058,0.0645,61
현대모비스,2023Q2,0.018265,0.2899,0.001278,0.078,61
현대모비스,2023Q3,0.015298,0.2428,0.000546,0.0338,62
현대모비스,2023Q4,0.015821,0.2512,-0.000244,-0.0147,60
현대모비스,2024Q1,0.024475,0.3885,0.001417,0.0864,61
현대모비스,2024Q2,0.019293,0.3063,-0.000164,-0.0099,60
현대모비스,2024Q3,0.017648,0.2802,-0.002343,-0.1452,62
현대모비스,2024Q4,0.019078,0.3028,0.001373,0.0837,61
현대모비스,2025Q1,0.021227,0.337,0.001988,0.1153,58
현대모비스,2025Q2,0.026501,0.4207,0.001615,0.0969,60
현대모비스,2025Q3,0.017138,0.2721,0.000694,0.0444,64
현대모비스,2025Q4,0.023372,0.371,0.003776,0.2228,59
고려아연,2023Q1,0.018517,0.294,0.00042,0.0256,61
고려아연,2023Q2,0.013061,0.2073,-0.001724,-0.1052,61
고려아연,2023Q3,0.027867,0.4424,0.000601,0.0372,62
고려아연,2023Q4,0.01796,0.2851,-9.8e-05,-0.0059,60
고려아연,2024Q1,0.013629,0.2163,-0.001589,-0.0969,61
고려아연,2024Q2,0.019089,0.303,0.002495,0.1497,60
고려아연,2024Q3,0.031367,0.4979,0.004671,0.2896,62
고려아연,2024Q4,0.094304,1.497,0.00633,0.3861,61
고려아연,2025Q1,0.050363,0.7995,-0.004431,-0.257,58
고려아연,2025Q2,0.028778,0.4568,0.000856,0.0514,60
고려아연,2025Q3,0.029962,0.4756,0.001834,0.1174,64
고려아연,2025Q4,0.055676,0.8838,0.006314,0.3725,59
HD현대중공업,2023Q1,0.02075,0.3294,-0.002644,-0.1613,61
HD현대중공업,2023Q2,0.018892,0.2999,0.004514,0.2754,61
HD현대중공업,2023Q3,0.020398,0.3238,-0.00134,-0.0831,62
HD현대중공업,2023Q4,0.026531,0.4212,0.00104,0.0624,60
HD현대중공업,2024Q1,0.02235,0.3548,-0.001461,-0.0891,61
HD현대중공업,2024Q2,0.027544,0.4372,0.004621,0.2772,60
HD현대중공업,2024Q3,0.036275,0.5758,0.002746,0.1703,62
HD현대중공업,2024Q4,0.037702,0.5985,0.007263,0.443,61
HD현대중공업,2025Q1,0.038999,0.6191,-0.000394,-0.0229,58
HD현대중공업,2025Q2,0.032755,0.52,0.007217,0.433,60
HD현대중공업,2025Q3,0.028309,0.4494,0.002873,0.1839,64
HD현대중공업,2025Q4,0.03196,0.5073,-0.000199,-0.0117,59
두산에너빌리티,2023Q1,0.022001,0.3493,0.001781,0.1086,61
두산에너빌리티,2023Q2,0.023085,0.3665,0.001037,0.0633,61
두산에너빌리티,2023Q3,0.022999,0.3651,-0.00157,-0.0974,62
두산에너빌리티,2023Q4,0.022247,0.3532,-0.000546,-0.0328,60
두산에너빌리티,2024Q1,0.019077,0.3028,0.001307,0.0798,61
두산에너빌리티,2024Q2,0.032682,0.5188,0.002577,0.1546,60
두산에너빌리티,2024Q3,0.031592,0.5015,-0.001861,-0.1154,62
두산에너빌리티,2024Q4,0.032867,0.5217,-0.000333,-0.0203,61
두산에너빌리티,2025Q1,0.034253,0.5438,0.004997,0.2898,58
두산에너빌리티,2025Q2,0.040156,0.6375,0.017842,1.0705,60
두산에너빌리티,2025Q3,0.037777,0.5997,-0.00136,-0.087,64
두산에너빌리티,2025Q4,0.040375,0.6409,0.003104,0.1831,59
대한항공,2023Q1,0.012289,0.1951,0.000357,0.0218,61
대한항공,2023Q2,0.011727,0.1862,0.000793,0.0484,61
대한항공,2023Q3,0.014636,0.2323,-0.001821,-0.1129,62
대한항공,2023Q4,0.016076,0.2552,0.0021,0.126,60
대한항공,2024Q1,0.013815,0.2193,-0.001583,-0.0966,61
대한항공,2024Q2,0.014091,0.2237,0.00115,0.069,60
대한항공,2024Q3,0.013761,0.2184,-0.000493,-0.0306,62
대한항공,2024Q4,0.01754,0.2784,0.000561,0.0342,61
대한항공,2025Q1,0.016671,0.2646,-0.001021,-0.0592,58
대한항공,2025Q2,0.02259,0.3586,0.001207,0.0724,60
대한항공,2025Q3,0.01665,0.2643,-0.000103,-0.0066,64
대한항공,2025Q4,0.012632,0.2005,-0.00015,-0.0088,59
POSCO홀딩스,2023Q1,0.022702,0.3604,0.005076,0.3096,61
POSCO홀딩스,2023Q2,0.025553,0.4056,0.000973,0.0594,61
POSCO홀딩스,2023Q3,0.039327,0.6243,0.005257,0.3259,62
POSCO홀딩스,2023Q4,0.038347,0.6087,-0.001144,-0.0687,60
POSCO홀딩스,2024Q1,0.019077,0.3028,-0.002572,-0.1569,61
POSCO홀딩스,2024Q2,0.015105,0.2398,-0.002395,-0.1437,60
POSCO홀딩스,2024Q3,0.028254,0.4485,0.001055,0.0654,62
POSCO홀딩스,2024Q4,0.027736,0.4403,-0.00685,-0.4179,61
POSCO홀딩스,2025Q1,0.030849,0.4897,0.001775,0.103,58
POSCO홀딩스,2025Q2,0.02095,0.3326,-0.000908,-0.0545,60
POSCO홀딩스,2025Q3,0.022342,0.3547,0.001001,0.0641,64
POSCO홀딩스,2025Q4,0.022549,0.358,0.001834,0.1082,59
현대제철,2023Q1,0.023657,0.3755,0.002142,0.1307,61
현대제철,2023Q2,0.017605,0.2795,-0.000455,-0.0278,61
현대제철,2023Q3,0.018616,0.2955,0.001934,0.1199,62
현대제철,2023Q4,0.018338,0.2911,-0.000693,-0.0416,60
현대제철,2024Q1,0.022486,0.357,-0.001749,-0.1067,61
현대제철,2024Q2,0.015267,0.2423,-0.001507,-0.0904,60
현대제철,2024Q3,0.020645,0.3277,-0.000651,-0.0404,62
현대제철,2024Q4,0.028414,0.4511,-0.004618,-0.2817,61
현대제철,2025Q1,0.033591,0.5332,0.003444,0.1998,58
현대제철,2025Q2,0.026801,0.4254,0.002702,0.1621,60
현대제철,2025Q3,0.029039,0.461,0.002248,0.1439,64
현대제철,2025Q4,0.01968,0.3124,-0.001513,-0.0893,59
현대건설,2023Q1,0.020779,0.3299,0.001335,0.0814,61
현대건설,2023Q2,0.018417,0.2924,0.000726,0.0443,61
현대건설,2023Q3,0.02012,0.3194,-0.000803,-0.0498,62
현대건설,2023Q4,0.018239,0.2895,-0.000633,-0.038,60
현대건설,2024Q1,0.016561,0.2629,-0.000627,-0.0382,61
현대건설,2024Q2,0.012978,0.206,-0.000487,-0.0292,60
현대건설,2024Q3,0.020665,0.328,-0.0008,-0.0496,62
현대건설,2024Q4,0.017921,0.2845,-0.003,-0.183,61
현대건설,2025Q1,0.028333,0.4498,0.006294,0.3651,58
현대건설,2025Q2,0.034879,0.5537,0.013016,0.781,60
현대건설,2025Q3,0.022495,0.3571,-0.00573,-0.3667,64
현대건설,2025Q4,0.042115,0.6686,0.004298,0.2536,59
LG에너지솔루션,2023Q1,0.022581,0.3585,0.004419,0.2696,61
LG에너지솔루션,2023Q2,0.018774,0.298,-0.000894,-0.0545,61
LG에너지솔루션,2023Q3,0.022461,0.3566,-0.002401,-0.1489,62
LG에너지솔루션,2023Q4,0.040412,0.6415,-0.001809,-0.1085,60
LG에너지솔루션,2024Q1,0.019262,0.3058,-0.001296,-0.0791,61
LG에너지솔루션,2024Q2,0.020939,0.3324,-0.003174,-0.1905,60
LG에너지솔루션,2024Q3,0.029174,0.4631,0.003849,0.2386,62
LG에너지솔루션,2024Q4,0.031375,0.4981,-0.002867,-0.1749,61
LG에너지솔루션,2025Q1,0.027788,0.4411,-0.000682,-0.0396,58
LG에너지솔루션,2025Q2,0.029343,0.4658,-0.001982,-0.1189,60
LG에너지솔루션,2025Q3,0.023317,0.3701,0.002454,0.157,64
LG에너지솔루션,2025Q4,0.04027,0.6393,0.000995,0.0587,59
LG화학,2023Q1,0.023445,0.3722,0.002697,0.1645,61
LG화학,2023Q2,0.02288,0.3632,-0.00107,-0.0653,61
LG화학,2023Q3,0.022301,0.354,-0.004761,-0.2952,62
LG화학,2023Q4,0.029104,0.462,0.000203,0.0122,60
LG화학,2024Q1,0.022159,0.3518,-0.0021,-0.1281,61
LG화학,2024Q2,0.020703,0.3287,-0.003992,-0.2395,60
LG화학,2024Q3,0.029337,0.4657,0.000506,0.0313,62
LG화학,2024Q4,0.02751,0.4367,-0.005818,-0.3549,61
LG화학,2025Q1,0.031746,0.5039,-0.000284,-0.0165,58
LG화학,2025Q2,0.028398,0.4508,-0.002451,-0.147,60
LG화학,2025Q3,0.027162,0.4312,0.004272,0.2734,64
LG화학,2025Q4,0.034837,0.553,0.00306,0.1805,59
포스코퓨처엠,2023Q1,0.0345,0.5477,0.005783,0.3528,61
포스코퓨처엠,2023Q2,0.035803,0.5683,0.004243,0.2588,61
포스코퓨처엠,2023Q3,0.046774,0.7425,0.000294,0.0182,62
포스코퓨처엠,2023Q4,0.057632,0.9149,-2.3e-05,-0.0014,60
포스코퓨처엠,2024Q1,0.02842,0.4512,-0.00274,-0.1672,61
포스코퓨처엠,2024Q2,0.031424,0.4988,-0.002675,-0.1605,60
포스코퓨처엠,2024Q3,0.040889,0.6491,-0.000539,-0.0334,62
포스코퓨처엠,2024Q4,0.036926,0.5862,-0.009261,-0.5649,61
포스코퓨처엠,2025Q1,0.03784,0.6007,-0.002871,-0.1665,58
포스코퓨처엠,2025Q2,0.038365,0.609,0.000824,0.0495,60
포스코퓨처엠,2025Q3,0.036346,0.577,0.001983,0.1269,64
포스코퓨처엠,2025Q4,0.040825,0.6481,0.004488,0.2648,59
SK이노베이션,2023Q1,0.032524,0.5163,0.002387,0.1456,61
SK이노베이션,2023Q2,0.025348,0.4024,-0.002021,-0.1233,61
SK이노베이션,2023Q3,0.032675,0.5187,-0.000681,-0.0422,62
SK이노베이션,2023Q4,0.032222,0.5115,-0.00098,-0.0588,60
SK이노베이션,2024Q1,0.021016,0.3336,-0.003118,-0.1902,61
SK이노베이션,2024Q2,0.033898,0.5381,1.4e-05,0.0009,60
SK이노베이션,2024Q3,0.027561,0.4375,0.000138,0.0086,62
SK이노베이션,2024Q4,0.030203,0.4795,-0.00073,-0.0445,61
SK이노베이션,2025Q1,0.026777,0.4251,6.1e-05,0.0036,58
SK이노베이션,2025Q2,0.041868,0.6646,0.00172,0.1032,60
SK이노베이션,2025Q3,0.024146,0.3833,-0.00308,-0.1971,64
SK이노베이션,2025Q4,0.028095,0.446,0.000118,0.0069,59
한국전력,2023Q1,0.013812,0.2193,-0.001176,-0.0718,61
한국전력,2023Q2,0.014897,0.2365,0.002203,0.1344,61
한국전력,2023Q3,0.012619,0.2003,-0.002158,-0.1338,62
한국전력,2023Q4,0.016255,0.258,0.000795,0.0477,60
한국전력,2024Q1,0.024978,0.3965,0.00249,0.1519,61
한국전력,2024Q2,0.021725,0.3449,-0.001951,-0.117,60
한국전력,2024Q3,0.021326,0.3385,0.000788,0.0489,62
한국전력,2024Q4,0.021015,0.3336,-0.000232,-0.0141,61
한국전력,2025Q1,0.018596,0.2952,0.001324,0.0768,58
한국전력,2025Q2,0.037453,0.5946,0.009937,0.5962,60
한국전력,2025Q3,0.024555,0.3898,-0.001349,-0.0863,64
한국전력,2025Q4,0.031725,0.5036,0.005115,0.3018,59
S-Oil,2023Q1,0.017113,0.2717,-0.000543,-0.0332,61
S-Oil,2023Q2,0.013415,0.213,-0.002953,-0.1801,61
S-Oil,2023Q3,0.017487,0.2776,0.002771,0.1718,62
S-Oil,2023Q4,0.016559,0.2629,-0.001796,-0.1077,60
S-Oil,2024Q1,0.017785,0.2823,0.001973,0.1203,61
S-Oil,2024Q2,0.016741,0.2658,-0.002765,-0.1659,60
S-Oil,2024Q3,0.015148,0.2405,-0.001309,-0.0812,62
S-Oil,2024Q4,0.018477,0.2933,-0.001811,-0.1105,61
S-Oil,2025Q1,0.020695,0.3285,0.000404,0.0234,58
S-Oil,2025Q2,0.022567,0.3582,0.001092,0.0655,60
S-Oil,2025Q3,0.016501,0.2619,0.000639,0.0409,64
S-Oil,2025Q4,0.030982,0.4918,0.004835,0.2853,59
한화솔루션,2023Q1,0.02786,0.4423,0.002032,0.1239,61
한화솔루션,2023Q2,0.025008,0.397,-0.003912,-0.2386,61
한화솔루션,2023Q3,0.025286,0.4014,-0.005677,-0.352,62
한화솔루션,2023Q4,0.034688,0.5507,0.004855,0.2913,60
한화솔루션,2024Q1,0.02966,0.4708,-0.005437,-0.3317,61
한화솔루션,2024Q2,0.041214,0.6543,-0.000447,-0.0268,60
한화솔루션,2024Q3,0.037309,0.5923,-0.001057,-0.0655,62
한화솔루션,2024Q4,0.033065,0.5249,-0.007431,-0.4533,61
한화솔루션,2025Q1,0.038374,0.6092,0.00229,0.1328,58
한화솔루션,2025Q2,0.053639,0.8515,0.009004,0.5403,60
한화솔루션,2025Q3,0.031932,0.5069,-0.001586,-0.1015,64
한화솔루션,2025Q4,0.033143,0.5261,-0.001072,-0.0633,59
롯데케미칼,2023Q1,0.021641,0.3435,0.00137,0.0836,61
롯데케미칼,2023Q2,0.018477,0.2933,-0.003449,-0.2104,61
롯데케미칼,2023Q3,0.020378,0.3235,-0.001938,-0.1201,62
롯데케미칼,2023Q4,0.02469,0.3919,0.002234,0.1341,60
롯데케미칼,2024Q1,0.024923,0.3956,-0.0041,-0.2501,61
롯데케미칼,2024Q2,0.031698,0.5032,-0.000655,-0.0393,60
롯데케미칼,2024Q3,0.03336,0.5296,-0.001811,-0.1123,62
롯데케미칼,2024Q4,0.039565,0.6281,-0.008673,-0.5291,61
롯데케미칼,2025Q1,0.039792,0.6317,0.001785,0.1035,58
롯데케미칼,2025Q2,0.032285,0.5125,-0.001773,-0.1064,60
롯데케미칼,2025Q3,0.027036,0.4292,0.002322,0.1486,64
롯데케미칼,2025Q4,0.033756,0.5359,0.000639,0.0377,59
한국타이어앤테크놀로지,2023Q1,0.021957,0.3486,0.001896,0.1156,61
한국타이어앤테크놀로지,2023Q2,0.017199,0.273,-0.00019,-0.0116,61
한국타이어앤테크놀로지,2023Q3,0.019714,0.313,0.002271,0.1408,62
한국타이어앤테크놀로지,2023Q4,0.022687,0.3601,0.002763,0.1658,60
한국타이어앤테크놀로지,2024Q1,0.02323,0.3688,0.002904,0.1772,61
한국타이어앤테크놀로지,2024Q2,0.033485,0.5316,-0.003026,-0.1816,60
한국타이어앤테크놀로지,2024Q3,0.025312,0.4018,-0.001397,-0.0866,62
한국타이어앤테크놀로지,2024Q4,0.023351,0.3707,-0.001253,-0.0764,61
한국타이어앤테크놀로지,2025Q1,0.017888,0.284,0.00131,0.076,58
한국타이어앤테크놀로지,2025Q2,0.016729,0.2656,0.000126,0.0076,60
한국타이어앤테크놀로지,2025Q3,0.022977,0.3648,-0.000247,-0.0158,64
한국타이어앤테크놀로지,2025Q4,0.02836,0.4502,0.007099,0.4188,59
금호석유,2023Q1,0.022326,0.3544,0.002819,0.1719,61
금호석유,2023Q2,0.020431,0.3243,-0.001306,-0.0796,61
금호석유,2023Q3,0.021964,0.3487,0.000169,0.0105,62
금호석유,2023Q4,0.026469,0.4202,0.000205,0.0123,60
금호석유,2024Q1,0.030019,0.4765,0.000354,0.0216,61
금호석유,2024Q2,0.027618,0.4384,0.001264,0.0758,60
금호석유,2024Q3,0.033417,0.5305,0.001209,0.0749,62
금호석유,2024Q4,0.03182,0.5051,-0.008705,-0.531,61
금호석유,2025Q1,0.03251,0.5161,0.004946,0.2869,58
금호석유,2025Q2,0.026826,0.4258,-0.001202,-0.0721,60
금호석유,2025Q3,0.019841,0.315,-0.00114,-0.0729,64
금호석유,2025Q4,0.020037,0.3181,0.002696,0.159,59
